wkid,latestWkid,macro,name,wkt,wkt2,description,authority,version,deprecated,areaname,slat,nlat,llon,rlon,epoch,model
5718,5718,"PE_VCS_RH70","RH70","VERTCS[""RH70"",VDATUM[""Rikets_Hojdsystem_1970""],PARAMETER[""Vertical_Shift"",0.0],PARAMETER[""Direction"",1.0],UNIT[""Meter"",1.0]]","VERTCRS[""RH70"",VDATUM[""Rikets_Hojdsystem_1970""],CS[vertical,1],AXIS[""Gravity-related height (H)"",up,LENGTHUNIT[""Meter"",1.0]]]","RH70 -- Rikets Hojdsystem 1970","EPSG","6.7(9.3.0.0)","no","Sweden - onshore",55.28,69.07,10.93,24.17,,""
5719,5719,"PE_VCS_NGF_LALLEMAND","NGF_Lallemand","VERTCS[""NGF_Lallemand"",VDATUM[""Nivellement_General_de_la_France_Lallemand""],PARAMETER[""Vertical_Shift"",0.0],PARAMETER[""Direction"",1.0],UNIT[""Meter"",1.0]]","VERTCRS[""NGF_Lallemand"",VDATUM[""Nivellement_General_de_la_France_Lallemand""],CS[vertical,1],AXIS[""Gravity-related height (H)"",up,LENGTHUNIT[""Meter"",1.0]]]","NGF Lallemand","EPSG","6.15(9.3.0.0)","no","France - mainland onshore",42.33,51.14,-4.87,8.23,,""
5720,5720,"PE_VCS_NGF_IGN69","NGF_IGN69","VERTCS[""NGF_IGN69"",VDATUM[""Nivellement_General_de_la_France_IGN69""],PARAMETER[""Vertical_Shift"",0.0],PARAMETER[""Direction"",1.0],UNIT[""Meter"",1.0]]","VERTCRS[""NGF_IGN69"",VDATUM[""Nivellement_General_de_la_France_IGN69""],CS[vertical,1],AXIS[""Gravity-related height (H)"",up,LENGTHUNIT[""Meter"",1.0]]]","NGF IGN69","EPSG","6.7(9.3.0.0)","no","France - mainland onshore",42.33,51.14,-4.87,8.23,,""
5721,5721,"PE_VCS_NGF_IGN78","NGF_IGN78","VERTCS[""NGF_IGN78"",VDATUM[""Nivellement_General_de_la_France_IGN78""],PARAMETER[""Vertical_Shift"",0.0],PARAMETER[""Direction"",1.0],UNIT[""Meter"",1.0]]","VERTCRS[""NGF_IGN78"",VDATUM[""Nivellement_General_de_la_France_IGN78""],CS[vertical,1],AXIS[""Gravity-related height (H)"",up,LENGTHUNIT[""Meter"",1.0]]]","NGF IGN78","EPSG","6.6(9.3.0.0)","no","France - Corsica onshore",41.31,43.07,8.5,9.63,,""
5722,5722,"PE_VCS_MAPUTO","Maputo","VERTCS[""Maputo"",VDATUM[""Maputo""],PARAMETER[""Vertical_Shift"",0.0],PARAMETER[""Direction"",1.0],UNIT[""Meter"",1.0]]","VERTCRS[""Maputo"",VDATUM[""Maputo""],CS[vertical,1],AXIS[""Gravity-related height (H)"",up,LENGTHUNIT[""Meter"",1.0]]]","Maputo","EPSG","6.15(9.3.0.0)","no","Mozambique - onshore",-26.87,-10.42,30.21,40.9,,""
5723,5723,"PE_VCS_JAPAN_STD_LEVEL_DATUM_1969","Japanese_Standard_Levelling_Datum_1969","VERTCS[""Japanese_Standard_Levelling_Datum_1969"",VDATUM[""Japanese_Standard_Levelling_Datum_1969""],PARAMETER[""Vertical_Shift"",0.0],PARAMETER[""Direction"",1.0],UNIT[""Meter"",1.0]]","VERTCRS[""Japanese_Standard_Levelling_Datum_1969"",VDATUM[""Japanese_Standard_Levelling_Datum_1969""],CS[vertical,1],AXIS[""Gravity-related height (H)"",up,LENGTHUNIT[""Meter"",1.0]]]","Japanese Standard Levelling Datum 1969","EPSG","6.2(9.3.0.0)","no","Japan - onshore mainland",30.94,45.54,129.3,145.87,,""
5724,5724,"PE_VCS_PDO_HEIGHT_DATUM_1993","PDO_Height_Datum_1993","VERTCS[""PDO_Height_Datum_1993"",VDATUM[""PDO_Height_Datum_1993""],PARAMETER[""Vertical_Shift"",0.0],PARAMETER[""Direction"",1.0],UNIT[""Meter"",1.0]]","VERTCRS[""PDO_Height_Datum_1993"",VDATUM[""PDO_Height_Datum_1993""],CS[vertical,1],AXIS[""Gravity-related height (H)"",up,LENGTHUNIT[""Meter"",1.0]]]","PDO Height Datum 1993","EPSG","6.15(9.3.0.0)","no","Oman - onshore",16.59,26.58,51.99,59.91,,""
5725,5725,"PE_VCS_FAHUD_HEIGHT_DATUM_1993","Fahud_Height_Datum_1993","VERTCS[""Fahud_Height_Datum_1993"",VDATUM[""Fahud_Height_Datum""],PARAMETER[""Vertical_Shift"",0.0],PARAMETER[""Direction"",1.0],UNIT[""Meter"",1.0]]","VERTCRS[""Fahud_Height_Datum_1993"",VDATUM[""Fahud_Height_Datum""],CS[vertical,1],AXIS[""Gravity-related height (H)"",up,LENGTHUNIT[""Meter"",1.0]]]","Fahud Height Datum 1993","EPSG","6.15(9.3.0.0)","no","Oman - mainland",16.59,26.42,51.99,59.91,,""
5726,5726,"PE_VCS_HA_TIEN_1960","Ha_Tien_1960","VERTCS[""Ha_Tien_1960"",VDATUM[""Ha_Tien_1960""],PARAMETER[""Vertical_Shift"",0.0],PARAMETER[""Direction"",1.0],UNIT[""Meter"",1.0]]","VERTCRS[""Ha_Tien_1960"",VDATUM[""Ha_Tien_1960""],CS[vertical,1],AXIS[""Gravity-related height (H)"",up,LENGTHUNIT[""Meter"",1.0]]]","Ha Tien 1960","EPSG","6.15(9.3.0.0)","no","Asia - Cambodia and Vietnam - mainland",8.33,23.4,102.14,109.53,,""
5727,5727,"PE_VCS_HON_DAU_1992","Hon_Dau_1992","VERTCS[""Hon_Dau_1992"",VDATUM[""Hon_Dau_1992""],PARAMETER[""Vertical_Shift"",0.0],PARAMETER[""Direction"",1.0],UNIT[""Meter"",1.0]]","VERTCRS[""Hon_Dau_1992"",VDATUM[""Hon_Dau_1992""],CS[vertical,1],AXIS[""Gravity-related height (H)"",up,LENGTHUNIT[""Meter"",1.0]]]","Hon Dau 1992","EPSG","6.15(9.3.0.0)","no","Vietnam - mainland",8.33,23.4,102.14,109.53,,""
5728,5728,"PE_VCS_LN_1902","LN_1902","VERTCS[""LN_1902"",VDATUM[""Landesnivellement_1902""],PARAMETER[""Vertical_Shift"",0.0],PARAMETER[""Direction"",1.0],UNIT[""Meter"",1.0]]","VERTCRS[""LN_1902"",VDATUM[""Landesnivellement_1902""],CS[vertical,1],AXIS[""Gravity-related height (H)"",up,LENGTHUNIT[""Meter"",1.0]]]","LN_1902 -- Landesnivellement 1902","EPSG","6.7(9.3.0.0)","no","Europe - Liechtenstein and Switzerland",45.82,47.81,5.96,10.49,,""
5729,5729,"PE_VCS_LHN95","LHN95","VERTCS[""LHN95"",VDATUM[""Landeshohennetz_1995""],PARAMETER[""Vertical_Shift"",0.0],PARAMETER[""Direction"",1.0],UNIT[""Meter"",1.0]]","VERTCRS[""LHN95"",VDATUM[""Landeshohennetz_1995""],CS[vertical,1],AXIS[""Gravity-related height (H)"",up,LENGTHUNIT[""Meter"",1.0]]]","LHN95 -- Landeshohennetz 1995","EPSG","6.7(9.3.0.0)","no","Europe - Liechtenstein and Switzerland",45.82,47.81,5.96,10.49,,""
5730,5730,"PE_VCS_EVRS_2000","EVRS_2000","VERTCS[""EVRS_2000"",VDATUM[""European_Vertical_Reference_Frame_2000""],PARAMETER[""Vertical_Shift"",0.0],PARAMETER[""Direction"",1.0],UNIT[""Meter"",1.0]]","VERTCRS[""EVRS_2000"",VDATUM[""European_Vertical_Reference_Frame_2000""],CS[vertical,1],AXIS[""Gravity-related height (H)"",up,LENGTHUNIT[""Meter"",1.0]]]","EVRS_2000 -- European Vertical Reference System 2000","EPSG","6.6(9.3.0.0)","no","Europe - EVRF2000",35.95,71.24,-9.56,31.59,,""
5731,5731,"PE_VCS_MALIN_HEAD","Malin_Head","VERTCS[""Malin_Head"",VDATUM[""Malin_Head""],PARAMETER[""Vertical_Shift"",0.0],PARAMETER[""Direction"",1.0],UNIT[""Meter"",1.0]]","VERTCRS[""Malin_Head"",VDATUM[""Malin_Head""],CS[vertical,1],AXIS[""Gravity-related height (H)"",up,LENGTHUNIT[""Meter"",1.0]]]","Malin Head","EPSG","6.7(9.3.0.0)","no","Europe - Ireland (Republic and Ulster) - onshore",51.39,55.43,-10.56,-5.34,,""
5732,5732,"PE_VCS_BELFAST","Belfast","VERTCS[""Belfast"",VDATUM[""Belfast""],PARAMETER[""Vertical_Shift"",0.0],PARAMETER[""Direction"",1.0],UNIT[""Meter"",1.0]]","VERTCRS[""Belfast"",VDATUM[""Belfast""],CS[vertical,1],AXIS[""Gravity-related height (H)"",up,LENGTHUNIT[""Meter"",1.0]]]","Belfast","EPSG","6.15(9.3.0.0)","no","UK - Northern Ireland - onshore",53.96,55.36,-8.18,-5.34,,""
5733,5733,"PE_VCS_DANSK_NORMAL_NUL","Dansk_Normal_Nul","VERTCS[""Dansk_Normal_Nul"",VDATUM[""Dansk_Normal_Nul""],PARAMETER[""Vertical_Shift"",0.0],PARAMETER[""Direction"",1.0],UNIT[""Meter"",1.0]]","VERTCRS[""Dansk_Normal_Nul"",VDATUM[""Dansk_Normal_Nul""],CS[vertical,1],AXIS[""Gravity-related height (H)"",up,LENGTHUNIT[""Meter"",1.0]]]","Dansk Normal Nul","EPSG","6.7(9.3.0.0)","no","Denmark - onshore",54.51,57.8,8.0,15.25,,""
5734,5734,"PE_VCS_AIOC95_DEPTH","AIOC95_Depth","VERTCS[""AIOC95_Depth"",VDATUM[""AIOC_1995""],PARAMETER[""Vertical_Shift"",0.0],PARAMETER[""Direction"",-1.0],UNIT[""Meter"",1.0]]","VERTCRS[""AIOC95_Depth"",VDATUM[""AIOC_1995""],CS[vertical,1],AXIS[""Gravity-related height (H)"",down,LENGTHUNIT[""Meter"",1.0]]]","AIOC95 depth","EPSG","6.7(9.3.0.0)","no","Azerbaijan - offshore and Sangachal",37.89,42.59,48.66,51.73,,""
5735,5735,"PE_VCS_BLACK_SEA","Black_Sea","VERTCS[""Black_Sea"",VDATUM[""Black_Sea""],PARAMETER[""Vertical_Shift"",0.0],PARAMETER[""Direction"",1.0],UNIT[""Meter"",1.0]]","VERTCRS[""Black_Sea"",VDATUM[""Black_Sea""],CS[vertical,1],AXIS[""Gravity-related height (H)"",up,LENGTHUNIT[""Meter"",1.0]]]","Black Sea","EPSG","6.15(9.3.0.0)","no","Georgia - onshore",41.04,43.59,39.99,46.72,,""
5736,5736,"PE_VCS_YELLOW_SEA_1956","Yellow_Sea_1956","VERTCS[""Yellow_Sea_1956"",VDATUM[""Yellow_Sea_1956""],PARAMETER[""Vertical_Shift"",0.0],PARAMETER[""Direction"",1.0],UNIT[""Meter"",1.0]]","VERTCRS[""Yellow_Sea_1956"",VDATUM[""Yellow_Sea_1956""],CS[vertical,1],AXIS[""Gravity-related height (H)"",up,LENGTHUNIT[""Meter"",1.0]]]","Yellow Sea 1956","EPSG","6.15(9.3.0.0)","no","China - onshore",18.11,53.56,73.62,134.77,,""
5737,5737,"PE_VCS_YELLOW_SEA_1985","Yellow_Sea_1985","VERTCS[""Yellow_Sea_1985"",VDATUM[""Yellow_Sea_1985""],PARAMETER[""Vertical_Shift"",0.0],PARAMETER[""Direction"",1.0],UNIT[""Meter"",1.0]]","VERTCRS[""Yellow_Sea_1985"",VDATUM[""Yellow_Sea_1985""],CS[vertical,1],AXIS[""Gravity-related height (H)"",up,LENGTHUNIT[""Meter"",1.0]]]","Yellow Sea 1985","EPSG","6.15(9.3.0.0)","no","China - onshore",18.11,53.56,73.62,134.77,,""
5738,5738,"PE_VCS_HONG_KONG_PRINCIPAL_DATUM","Hong_Kong_Principal_Datum","VERTCS[""Hong_Kong_Principal_Datum"",VDATUM[""Hong_Kong_Principal_Datum""],PARAMETER[""Vertical_Shift"",0.0],PARAMETER[""Direction"",1.0],UNIT[""Meter"",1.0]]","VERTCRS[""Hong_Kong_Principal_Datum"",VDATUM[""Hong_Kong_Principal_Datum""],CS[vertical,1],AXIS[""Gravity-related height (H)"",up,LENGTHUNIT[""Meter"",1.0]]]","Hong Kong Principal Datum","EPSG","6.15(9.3.0.0)","no","China - Hong Kong - onshore",22.19,22.56,113.82,114.39,,""
5739,5739,"PE_VCS_HONG_KONG_CHART_DATUM","Hong_Kong_Chart_Datum","VERTCS[""Hong_Kong_Chart_Datum"",VDATUM[""Hong_Kong_Chart_Datum""],PARAMETER[""Vertical_Shift"",0.0],PARAMETER[""Direction"",-1.0],UNIT[""Meter"",1.0]]","VERTCRS[""Hong_Kong_Chart_Datum"",VDATUM[""Hong_Kong_Chart_Datum""],CS[vertical,1],AXIS[""Gravity-related height (H)"",down,LENGTHUNIT[""Meter"",1.0]]]","Hong Kong Chart Datum","EPSG","6.15(9.3.0.0)","no","China - Hong Kong - offshore",22.13,22.58,113.76,114.51,,""
5740,5740,"PE_VCS_NEWLYN_ORKNEY_ISLES","Newlyn_Orkney_Isles","VERTCS[""Newlyn_Orkney_Isles"",VDATUM[""Ordnance_Datum_Newlyn_Orkney_Isles""],PARAMETER[""Vertical_Shift"",0.0],PARAMETER[""Direction"",1.0],UNIT[""Meter"",1.0]]","VERTCRS[""Newlyn_Orkney_Isles"",VDATUM[""Ordnance_Datum_Newlyn_Orkney_Isles""],CS[vertical,1],AXIS[""Gravity-related height (H)"",up,LENGTHUNIT[""Meter"",1.0]]]","Ordnance Datum Newlyn (Orkney Isles)","EPSG","6.15(9.3.0.0)","no","UK - Orkney Islands onshore",58.72,59.41,-3.48,-2.34,,""
5741,5741,"PE_VCS_FAIR_ISLE","Fair_Isle","VERTCS[""Fair_Isle"",VDATUM[""Fair_Isle""],PARAMETER[""Vertical_Shift"",0.0],PARAMETER[""Direction"",1.0],UNIT[""Meter"",1.0]]","VERTCRS[""Fair_Isle"",VDATUM[""Fair_Isle""],CS[vertical,1],AXIS[""Gravity-related height (H)"",up,LENGTHUNIT[""Meter"",1.0]]]","Fair Isle","EPSG","6.15(9.3.0.0)","no","UK - Fair Isle onshore",59.45,59.6,-1.76,-1.5,,""
5742,5742,"PE_VCS_LERWICK","Lerwick","VERTCS[""Lerwick"",VDATUM[""Lerwick""],PARAMETER[""Vertical_Shift"",0.0],PARAMETER[""Direction"",1.0],UNIT[""Meter"",1.0]]","VERTCRS[""Lerwick"",VDATUM[""Lerwick""],CS[vertical,1],AXIS[""Gravity-related height (H)"",up,LENGTHUNIT[""Meter"",1.0]]]","Lerwick","EPSG","6.15(9.3.0.0)","no","UK - Shetland Islands onshore",59.83,60.87,-1.78,-0.67,,""
5743,5743,"PE_VCS_FOULA","Foula","VERTCS[""Foula"",VDATUM[""Foula""],PARAMETER[""Vertical_Shift"",0.0],PARAMETER[""Direction"",1.0],UNIT[""Meter"",1.0]]","VERTCRS[""Foula"",VDATUM[""Foula""],CS[vertical,1],AXIS[""Gravity-related height (H)"",up,LENGTHUNIT[""Meter"",1.0]]]","Foula","EPSG","6.15(9.3.0.0)","no","UK - Foula onshore",60.06,60.2,-2.21,-1.95,,""
5744,5744,"PE_VCS_SULE_SKERRY","Sule_Skerry","VERTCS[""Sule_Skerry"",VDATUM[""Sule_Skerry""],PARAMETER[""Vertical_Shift"",0.0],PARAMETER[""Direction"",1.0],UNIT[""Meter"",1.0]]","VERTCRS[""Sule_Skerry"",VDATUM[""Sule_Skerry""],CS[vertical,1],AXIS[""Gravity-related height (H)"",up,LENGTHUNIT[""Meter"",1.0]]]","Sule Skerry","EPSG","6.15(9.3.0.0)","no","UK - Sule Skerry onshore",59.05,59.13,-4.5,-4.3,,""
5745,5745,"PE_VCS_NORTH_RONA","North_Rona","VERTCS[""North_Rona"",VDATUM[""North_Rona""],PARAMETER[""Vertical_Shift"",0.0],PARAMETER[""Direction"",1.0],UNIT[""Meter"",1.0]]","VERTCRS[""North_Rona"",VDATUM[""North_Rona""],CS[vertical,1],AXIS[""Gravity-related height (H)"",up,LENGTHUNIT[""Meter"",1.0]]]","North Rona","EPSG","6.15(9.3.0.0)","no","UK - North Rona onshore",59.07,59.19,-5.92,-5.73,,""
5746,5746,"PE_VCS_STORNOWAY","Stornoway","VERTCS[""Stornoway"",VDATUM[""Stornoway""],PARAMETER[""Vertical_Shift"",0.0],PARAMETER[""Direction"",1.0],UNIT[""Meter"",1.0]]","VERTCRS[""Stornoway"",VDATUM[""Stornoway""],CS[vertical,1],AXIS[""Gravity-related height (H)"",up,LENGTHUNIT[""Meter"",1.0]]]","Stornoway","EPSG","6.15(9.3.0.0)","no","UK - Outer Hebrides onshore",56.76,58.54,-7.72,-6.1,,""
5747,5747,"PE_VCS_ST_KILDA","St_Kilda","VERTCS[""St_Kilda"",VDATUM[""St_Kilda""],PARAMETER[""Vertical_Shift"",0.0],PARAMETER[""Direction"",1.0],UNIT[""Meter"",1.0]]","VERTCRS[""St_Kilda"",VDATUM[""St_Kilda""],CS[vertical,1],AXIS[""Gravity-related height (H)"",up,LENGTHUNIT[""Meter"",1.0]]]","St. Kilda","EPSG","6.15(9.3.0.0)","no","UK - St. Kilda onshore",57.74,57.93,-8.74,-8.41,,""
5748,5748,"PE_VCS_FLANNAN_ISLES","Flannan_Isles","VERTCS[""Flannan_Isles"",VDATUM[""Flannan_Isles""],PARAMETER[""Vertical_Shift"",0.0],PARAMETER[""Direction"",1.0],UNIT[""Meter"",1.0]]","VERTCRS[""Flannan_Isles"",VDATUM[""Flannan_Isles""],CS[vertical,1],AXIS[""Gravity-related height (H)"",up,LENGTHUNIT[""Meter"",1.0]]]","Flannan Isles","EPSG","6.15(9.3.0.0)","no","UK - Flannan Isles onshore",58.21,58.35,-7.75,-7.46,,""
5749,5749,"PE_VCS_ST_MARYS","St_Marys","VERTCS[""St_Marys"",VDATUM[""St_Marys""],PARAMETER[""Vertical_Shift"",0.0],PARAMETER[""Direction"",1.0],UNIT[""Meter"",1.0]]","VERTCRS[""St_Marys"",VDATUM[""St_Marys""],CS[vertical,1],AXIS[""Gravity-related height (H)"",up,LENGTHUNIT[""Meter"",1.0]]]","St. Marys","EPSG","6.15(9.3.0.0)","no","UK - Scilly Isles onshore",49.86,49.99,-6.41,-6.23,,""
5750,5750,"PE_VCS_DOUGLAS","Douglas","VERTCS[""Douglas"",VDATUM[""Douglas""],PARAMETER[""Vertical_Shift"",0.0],PARAMETER[""Direction"",1.0],UNIT[""Meter"",1.0]]","VERTCRS[""Douglas"",VDATUM[""Douglas""],CS[vertical,1],AXIS[""Gravity-related height (H)"",up,LENGTHUNIT[""Meter"",1.0]]]","Douglas","EPSG","6.15(9.3.0.0)","no","Isle of Man - onshore",54.02,54.44,-4.87,-4.27,,""
5751,5751,"PE_VCS_FAO","Fao","VERTCS[""Fao"",VDATUM[""Fao""],PARAMETER[""Vertical_Shift"",0.0],PARAMETER[""Direction"",1.0],UNIT[""Meter"",1.0]]","VERTCRS[""Fao"",VDATUM[""Fao""],CS[vertical,1],AXIS[""Gravity-related height (H)"",up,LENGTHUNIT[""Meter"",1.0]]]","Fao","EPSG","6.15(9.3.0.0)","no","Asia - Middle East -SE Iraq and SW Iran",29.06,33.5,44.3,51.06,,""
5752,5752,"PE_VCS_BANDAR_ABBAS","Bandar_Abbas","VERTCS[""Bandar_Abbas"",VDATUM[""Bandar_Abbas""],PARAMETER[""Vertical_Shift"",0.0],PARAMETER[""Direction"",1.0],UNIT[""Meter"",1.0]]","VERTCRS[""Bandar_Abbas"",VDATUM[""Bandar_Abbas""],CS[vertical,1],AXIS[""Gravity-related height (H)"",up,LENGTHUNIT[""Meter"",1.0]]]","Bandar Abbas","EPSG","6.5.1(9.3.0.0)","no","Iran - onshore",25.02,39.78,44.03,63.34,,""
5753,5753,"PE_VCS_NGNC","NGNC","VERTCS[""NGNC"",VDATUM[""Nivellement_General_de_Nouvelle_Caledonie""],PARAMETER[""Vertical_Shift"",0.0],PARAMETER[""Direction"",1.0],UNIT[""Meter"",1.0]]","VERTCRS[""NGNC"",VDATUM[""Nivellement_General_de_Nouvelle_Caledonie""],CS[vertical,1],AXIS[""Gravity-related height (H)"",up,LENGTHUNIT[""Meter"",1.0]]]","NGNC -- Nivellement General de Nouvelle Caledonie","EPSG","6.15(9.3.0.0)","no","New Caledonia - Grande Terre",-22.45,-20.03,163.92,167.09,,""
5754,5754,"PE_VCS_POOLBEG","Poolbeg","VERTCS[""Poolbeg"",VDATUM[""Poolbeg""],PARAMETER[""Vertical_Shift"",0.0],PARAMETER[""Direction"",1.0],UNIT[""Foot_British_1936"",0.3048007491]]","VERTCRS[""Poolbeg"",VDATUM[""Poolbeg""],CS[vertical,1],AXIS[""Gravity-related height (H)"",up,LENGTHUNIT[""Foot_British_1936"",0.3048007491]]]","Poolbeg","EPSG","6.15(9.3.0.0)","no","Europe - Ireland (Republic and Ulster) - onshore",51.39,55.43,-10.56,-5.34,,""
5755,5755,"PE_VCS_NGG_1977","NGG_1977","VERTCS[""NGG_1977"",VDATUM[""Nivellement_General_Guyanais_1977""],PARAMETER[""Vertical_Shift"",0.0],PARAMETER[""Direction"",1.0],UNIT[""Meter"",1.0]]","VERTCRS[""NGG_1977"",VDATUM[""Nivellement_General_Guyanais_1977""],CS[vertical,1],AXIS[""Gravity-related height (H)"",up,LENGTHUNIT[""Meter"",1.0]]]","NGG_1977 -- Nivellement General Guyanais 1977","EPSG","6.15(9.3.0.0)","no","French Guiana - onshore",2.11,5.81,-54.61,-51.61,,""
5756,5756,"PE_VCS_IGN_1987","IGN_1987","VERTCS[""IGN_1987"",VDATUM[""IGN_1987""],PARAMETER[""Vertical_Shift"",0.0],PARAMETER[""Direction"",1.0],UNIT[""Meter"",1.0]]","VERTCRS[""IGN_1987"",VDATUM[""IGN_1987""],CS[vertical,1],AXIS[""Gravity-related height (H)"",up,LENGTHUNIT[""Meter"",1.0]]]","IGN 1987","EPSG","6.6(9.3.0.0)","no","Martinique - onshore",14.35,14.93,-61.29,-60.76,,""
5757,5757,"PE_VCS_IGN_1988","IGN_1988","VERTCS[""IGN_1988"",VDATUM[""IGN_1988""],PARAMETER[""Vertical_Shift"",0.0],PARAMETER[""Direction"",1.0],UNIT[""Meter"",1.0]]","VERTCRS[""IGN_1988"",VDATUM[""IGN_1988""],CS[vertical,1],AXIS[""Gravity-related height (H)"",up,LENGTHUNIT[""Meter"",1.0]]]","IGN 1988","EPSG","6.6(9.3.0.0)","no","Guadeloupe - Grande-Terre and Basse-Terre - onshore",15.88,16.55,-61.85,-61.15,,""
5758,5758,"PE_VCS_IGN_1989","IGN_1989","VERTCS[""IGN_1989"",VDATUM[""IGN_1989""],PARAMETER[""Vertical_Shift"",0.0],PARAMETER[""Direction"",1.0],UNIT[""Meter"",1.0]]","VERTCRS[""IGN_1989"",VDATUM[""IGN_1989""],CS[vertical,1],AXIS[""Gravity-related height (H)"",up,LENGTHUNIT[""Meter"",1.0]]]","IGN 1989","EPSG","6.6(9.3.0.0)","no","Reunion - onshore",-21.42,-20.81,55.16,55.91,,""
5759,5759,"PE_VCS_AUCKLAND","Auckland","VERTCS[""Auckland"",VDATUM[""Auckland""],PARAMETER[""Vertical_Shift"",0.0],PARAMETER[""Direction"",1.0],UNIT[""Meter"",1.0]]","VERTCRS[""Auckland"",VDATUM[""Auckland""],CS[vertical,1],AXIS[""Gravity-related height (H)"",up,LENGTHUNIT[""Meter"",1.0]]]","Auckland","EPSG","6.15(9.3.0.0)","no","New Zealand - North Island - Auckland vcrs",-37.67,-36.12,174.0,176.17,,""
5760,5760,"PE_VCS_BLUFF","Bluff","VERTCS[""Bluff"",VDATUM[""Bluff""],PARAMETER[""Vertical_Shift"",0.0],PARAMETER[""Direction"",1.0],UNIT[""Meter"",1.0]]","VERTCRS[""Bluff"",VDATUM[""Bluff""],CS[vertical,1],AXIS[""Gravity-related height (H)"",up,LENGTHUNIT[""Meter"",1.0]]]","Bluff","EPSG","6.15(9.3.0.0)","no","New Zealand - South Island - Bluff vcrs",-46.71,-46.26,168.01,168.86,,""
5761,5761,"PE_VCS_DUNEDIN","Dunedin","VERTCS[""Dunedin"",VDATUM[""Dunedin""],PARAMETER[""Vertical_Shift"",0.0],PARAMETER[""Direction"",1.0],UNIT[""Meter"",1.0]]","VERTCRS[""Dunedin"",VDATUM[""Dunedin""],CS[vertical,1],AXIS[""Gravity-related height (H)"",up,LENGTHUNIT[""Meter"",1.0]]]","Dunedin","EPSG","6.15(9.3.0.0)","no","New Zealand - South Island - Dunedin vcrs",-46.4,-43.82,167.73,171.28,,""
5762,5762,"PE_VCS_GISBORNE","Gisborne","VERTCS[""Gisborne"",VDATUM[""Gisborne""],PARAMETER[""Vertical_Shift"",0.0],PARAMETER[""Direction"",1.0],UNIT[""Meter"",1.0]]","VERTCRS[""Gisborne"",VDATUM[""Gisborne""],CS[vertical,1],AXIS[""Gravity-related height (H)"",up,LENGTHUNIT[""Meter"",1.0]]]","Gisborne","EPSG","6.15(9.3.0.0)","no","New Zealand - North Island - Gisborne vcrs",-39.04,-37.49,176.41,178.63,,""
5763,5763,"PE_VCS_LYTTELTON","Lyttelton","VERTCS[""Lyttelton"",VDATUM[""Lyttelton""],PARAMETER[""Vertical_Shift"",0.0],PARAMETER[""Direction"",1.0],UNIT[""Meter"",1.0]]","VERTCRS[""Lyttelton"",VDATUM[""Lyttelton""],CS[vertical,1],AXIS[""Gravity-related height (H)"",up,LENGTHUNIT[""Meter"",1.0]]]","Lyttelton","EPSG","6.15(9.3.0.0)","no","New Zealand - South Island - Lyttleton vcrs",-44.92,-41.6,168.95,173.77,,""
5764,5764,"PE_VCS_MOTURIKI","Moturiki","VERTCS[""Moturiki"",VDATUM[""Moturiki""],PARAMETER[""Vertical_Shift"",0.0],PARAMETER[""Direction"",1.0],UNIT[""Meter"",1.0]]","VERTCRS[""Moturiki"",VDATUM[""Moturiki""],CS[vertical,1],AXIS[""Gravity-related height (H)"",up,LENGTHUNIT[""Meter"",1.0]]]","Moturiki","EPSG","6.15(9.3.0.0)","no","New Zealand - North Island - Moturiki vcrs",-40.59,-37.52,174.57,177.26,,""
5765,5765,"PE_VCS_NAPIER","Napier","VERTCS[""Napier"",VDATUM[""Napier""],PARAMETER[""Vertical_Shift"",0.0],PARAMETER[""Direction"",1.0],UNIT[""Meter"",1.0]]","VERTCRS[""Napier"",VDATUM[""Napier""],CS[vertical,1],AXIS[""Gravity-related height (H)"",up,LENGTHUNIT[""Meter"",1.0]]]","Napier","EPSG","6.15(9.3.0.0)","no","New Zealand - North Island - Hawkes Bay mc Napier vcrs",-40.57,-38.87,175.8,178.07,,""
5766,5766,"PE_VCS_NELSON","Nelson","VERTCS[""Nelson"",VDATUM[""Nelson""],PARAMETER[""Vertical_Shift"",0.0],PARAMETER[""Direction"",1.0],UNIT[""Meter"",1.0]]","VERTCRS[""Nelson"",VDATUM[""Nelson""],CS[vertical,1],AXIS[""Gravity-related height (H)"",up,LENGTHUNIT[""Meter"",1.0]]]","Nelson","EPSG","6.15(9.3.0.0)","no","New Zealand - South Island - Nelson vcrs",-42.44,-40.44,171.82,174.46,,""
5767,5767,"PE_VCS_ONE_TREE_POINT","One_Tree_Point","VERTCS[""One_Tree_Point"",VDATUM[""One_Tree_Point""],PARAMETER[""Vertical_Shift"",0.0],PARAMETER[""Direction"",1.0],UNIT[""Meter"",1.0]]","VERTCRS[""One_Tree_Point"",VDATUM[""One_Tree_Point""],CS[vertical,1],AXIS[""Gravity-related height (H)"",up,LENGTHUNIT[""Meter"",1.0]]]","One Tree Point","EPSG","6.15(9.3.0.0)","no","New Zealand - North Island - One Tree vcrs",-36.41,-34.36,172.61,174.83,,""
